,Unnamed: 0,Country,Year,Month,Pollutant,GHG,Element,Temperature
35308,35578,Chile,2010,March,Methane,13390.705,Temperature change,0.8290000000000001
35310,35580,Chile,2010,April,Methane,13390.705,Temperature change,0.171
35312,35582,Chile,2010,May,Methane,13390.705,Temperature change,0.04
35314,35584,Chile,2010,June,Methane,13390.705,Temperature change,0.20199999999999999
35316,35586,Chile,2010,July,Methane,13390.705,Temperature change,-1.057
35318,35588,Chile,2010,August,Methane,13390.705,Temperature change,-0.604
35320,35590,Chile,2010,September,Methane,13390.705,Temperature change,0.055
35322,35592,Chile,2010,October,Methane,13390.705,Temperature change,0.324
35324,35594,Chile,2010,November,Methane,13390.705,Temperature change,-0.067
35326,35596,Chile,2010,December,Methane,13390.705,Temperature change,-0.737
35328,35598,Chile,2011,January,Methane,13221.083,Temperature change,0.133
35330,35600,Chile,2011,February,Methane,13221.083,Temperature change,0.629
35332,35602,Chile,2011,March,Methane,13221.083,Temperature change,0.134
35334,35604,Chile,2011,April,Methane,13221.083,Temperature change,0.126
35336,35606,Chile,2011,May,Methane,13221.083,Temperature change,0.11800000000000001
35338,35608,Chile,2011,June,Methane,13221.083,Temperature change,0.5770000000000001
35340,35610,Chile,2011,July,Methane,13221.083,Temperature change,-0.251
35342,35612,Chile,2011,August,Methane,13221.083,Temperature change,-0.506
35344,35614,Chile,2011,September,Methane,13221.083,Temperature change,0.546
35346,35616,Chile,2011,October,Methane,13221.083,Temperature change,0.183
35348,35618,Chile,2011,November,Methane,13221.083,Temperature change,0.28300000000000003
35350,35620,Chile,2011,December,Methane,13221.083,Temperature change,1.121
35352,35622,Chile,2012,January,Methane,13684.522,Temperature change,1.131
35354,35624,Chile,2012,February,Methane,13684.522,Temperature change,0.28800000000000003
35356,35626,Chile,2012,March,Methane,13684.522,Temperature change,1.115
35358,35628,Chile,2012,April,Methane,13684.522,Temperature change,0.469
35360,35630,Chile,2012,May,Methane,13684.522,Temperature change,0.486
35362,35632,Chile,2012,June,Methane,13684.522,Temperature change,0.479
35364,35634,Chile,2012,July,Methane,13684.522,Temperature change,-0.182
35366,35636,Chile,2012,August,Methane,13684.522,Temperature change,0.507
35368,35638,Chile,2012,September,Methane,13684.522,Temperature change,0.9520000000000001
35370,35640,Chile,2012,October,Methane,13684.522,Temperature change,0.08800000000000001
35372,35642,Chile,2012,November,Methane,13684.522,Temperature change,0.46799999999999997
35374,35644,Chile,2012,December,Methane,13684.522,Temperature change,-0.5720000000000001
35376,35646,Chile,2013,January,Methane,14227.549,Temperature change,1.3319999999999999
35378,35648,Chile,2013,February,Methane,14227.549,Temperature change,0.831
35380,35650,Chile,2013,March,Methane,14227.549,Temperature change,-0.055
35382,35652,Chile,2013,April,Methane,14227.549,Temperature change,0.8590000000000001
35384,35654,Chile,2013,May,Methane,14227.549,Temperature change,0.53
35386,35656,Chile,2013,June,Methane,14227.549,Temperature change,0.8290000000000001
35388,35658,Chile,2013,July,Methane,14227.549,Temperature change,0.203
35390,35660,Chile,2013,August,Methane,14227.549,Temperature change,-0.354
35392,35662,Chile,2013,September,Methane,14227.549,Temperature change,-0.141
35394,35664,Chile,2013,October,Methane,14227.549,Temperature change,0.5379999999999999
35396,35666,Chile,2013,November,Methane,14227.549,Temperature change,-0.207
35398,35668,Chile,2013,December,Methane,14227.549,Temperature change,0.654
35400,35670,Chile,2014,January,Methane,13962.891,Temperature change,0.22399999999999998
35402,35672,Chile,2014,February,Methane,13962.891,Temperature change,-0.07200000000000001
35404,35674,Chile,2014,March,Methane,13962.891,Temperature change,-0.41
35406,35676,Chile,2014,April,Methane,13962.891,Temperature change,0.061
35408,35678,Chile,2014,May,Methane,13962.891,Temperature change,0.515
35410,35680,Chile,2014,June,Methane,13962.891,Temperature change,0.376
35412,35682,Chile,2014,July,Methane,13962.891,Temperature change,0.34700000000000003
35414,35684,Chile,2014,August,Methane,13962.891,Temperature change,1.3159999999999998
35416,35686,Chile,2014,September,Methane,13962.891,Temperature change,0.728
35418,35688,Chile,2014,October,Methane,13962.891,Temperature change,1.045
35420,35690,Chile,2014,November,Methane,13962.891,Temperature change,-0.249
35422,35692,Chile,2014,December,Methane,13962.891,Temperature change,-0.23
35424,35694,Chile,2015,January,Methane,13983.93,Temperature change,0.541
35426,35696,Chile,2015,February,Methane,13983.93,Temperature change,0.635
35428,35698,Chile,2015,March,Methane,13983.93,Temperature change,1.5919999999999999
35430,35700,Chile,2015,April,Methane,13983.93,Temperature change,1.51
35432,35702,Chile,2015,May,Methane,13983.93,Temperature change,1.133
35434,35704,Chile,2015,June,Methane,13983.93,Temperature change,1.242
35436,35706,Chile,2015,July,Methane,13983.93,Temperature change,0.904
35438,35708,Chile,2015,August,Methane,13983.93,Temperature change,1.0859999999999999
35440,35710,Chile,2015,September,Methane,13983.93,Temperature change,0.534
35442,35712,Chile,2015,October,Methane,13983.93,Temperature change,-0.366
35444,35714,Chile,2015,November,Methane,13983.93,Temperature change,-0.165
35446,35716,Chile,2015,December,Methane,13983.93,Temperature change,0.215
35448,35718,Chile,2016,January,Methane,13937.687,Temperature change,1.07
35450,35720,Chile,2016,February,Methane,13937.687,Temperature change,1.042
35452,35722,Chile,2016,March,Methane,13937.687,Temperature change,1.347
35454,35724,Chile,2016,April,Methane,13937.687,Temperature change,-0.07200000000000001
35456,35726,Chile,2016,May,Methane,13937.687,Temperature change,0.669
35458,35728,Chile,2016,June,Methane,13937.687,Temperature change,0.669
35460,35730,Chile,2016,July,Methane,13937.687,Temperature change,0.845
35462,35732,Chile,2016,August,Methane,13937.687,Temperature change,1.296
35464,35734,Chile,2016,September,Methane,13937.687,Temperature change,1.27
35466,35736,Chile,2016,October,Methane,13937.687,Temperature change,0.888
35468,35738,Chile,2016,November,Methane,13937.687,Temperature change,0.7909999999999999
35470,35740,Chile,2016,December,Methane,13937.687,Temperature change,0.498
35472,35744,Estonia,1992,January,Carbon dioxide,24370.462000000003,Temperature change,5.407
35473,35745,Estonia,1992,February,Carbon dioxide,24370.462000000003,Temperature change,5.324
35474,35746,Estonia,1992,March,Carbon dioxide,24370.462000000003,Temperature change,4.808
35475,35747,Estonia,1992,April,Carbon dioxide,24370.462000000003,Temperature change,-0.001
35476,35748,Estonia,1992,May,Carbon dioxide,24370.462000000003,Temperature change,1.743
35477,35749,Estonia,1992,June,Carbon dioxide,24370.462000000003,Temperature change,1.0859999999999999
35478,35750,Estonia,1992,July,Carbon dioxide,24370.462000000003,Temperature change,0.607
35479,35751,Estonia,1992,August,Carbon dioxide,24370.462000000003,Temperature change,0.652
35480,35752,Estonia,1992,September,Carbon dioxide,24370.462000000003,Temperature change,1.5630000000000002
35481,35753,Estonia,1992,October,Carbon dioxide,24370.462000000003,Temperature change,-3.5469999999999997
35482,35754,Estonia,1992,November,Carbon dioxide,24370.462000000003,Temperature change,-1.166
35483,35755,Estonia,1992,December,Carbon dioxide,24370.462000000003,Temperature change,3.384
35484,35756,Estonia,1993,January,Carbon dioxide,18910.361,Temperature change,4.998
35485,35757,Estonia,1993,February,Carbon dioxide,18910.361,Temperature change,4.771
35486,35758,Estonia,1993,March,Carbon dioxide,18910.361,Temperature change,2.5810000000000004
35487,35759,Estonia,1993,April,Carbon dioxide,18910.361,Temperature change,1.334
35488,35760,Estonia,1993,May,Carbon dioxide,18910.361,Temperature change,3.682
35489,35761,Estonia,1993,June,Carbon dioxide,18910.361,Temperature change,-2.164
35490,35762,Estonia,1993,July,Carbon dioxide,18910.361,Temperature change,-0.382
35491,35763,Estonia,1993,August,Carbon dioxide,18910.361,Temperature change,-1.3359999999999999
35492,35764,Estonia,1993,September,Carbon dioxide,18910.361,Temperature change,-3.6460000000000004
35493,35765,Estonia,1993,October,Carbon dioxide,18910.361,Temperature change,-1.175
35494,35766,Estonia,1993,November,Carbon dioxide,18910.361,Temperature change,-5.122000000000001
35495,35767,Estonia,1993,December,Carbon dioxide,18910.361,Temperature change,1.19
35496,35768,Estonia,1994,January,Carbon dioxide,19734.049,Temperature change,3.2760000000000002
35497,35769,Estonia,1994,February,Carbon dioxide,19734.049,Temperature change,-4.886
35498,35770,Estonia,1994,March,Carbon dioxide,19734.049,Temperature change,1.265
35499,35771,Estonia,1994,April,Carbon dioxide,19734.049,Temperature change,2.892
35500,35772,Estonia,1994,May,Carbon dioxide,19734.049,Temperature change,-0.8190000000000001
35501,35773,Estonia,1994,June,Carbon dioxide,19734.049,Temperature change,-1.705
35502,35774,Estonia,1994,July,Carbon dioxide,19734.049,Temperature change,2.458
35503,35775,Estonia,1994,August,Carbon dioxide,19734.049,Temperature change,0.624
35504,35776,Estonia,1994,September,Carbon dioxide,19734.049,Temperature change,1.084
35505,35777,Estonia,1994,October,Carbon dioxide,19734.049,Temperature change,-0.677
35506,35778,Estonia,1994,November,Carbon dioxide,19734.049,Temperature change,-0.156
35507,35779,Estonia,1994,December,Carbon dioxide,19734.049,Temperature change,2.1430000000000002
35508,35780,Estonia,1995,January,Carbon dioxide,18048.83,Temperature change,2.7489999999999997
35509,35781,Estonia,1995,February,Carbon dioxide,18048.83,Temperature change,6.669
35510,35782,Estonia,1995,March,Carbon dioxide,18048.83,Temperature change,3.986
35511,35783,Estonia,1995,April,Carbon dioxide,18048.83,Temperature change,1.166
35512,35784,Estonia,1995,May,Carbon dioxide,18048.83,Temperature change,0.405
35513,35785,Estonia,1995,June,Carbon dioxide,18048.83,Temperature change,2.6489999999999996
35514,35786,Estonia,1995,July,Carbon dioxide,18048.83,Temperature change,-0.38
35515,35787,Estonia,1995,August,Carbon dioxide,18048.83,Temperature change,0.5589999999999999
35516,35788,Estonia,1995,September,Carbon dioxide,18048.83,Temperature change,0.44799999999999995
35517,35789,Estonia,1995,October,Carbon dioxide,18048.83,Temperature change,2.457
35518,35790,Estonia,1995,November,Carbon dioxide,18048.83,Temperature change,-1.692
35519,35791,Estonia,1995,December,Carbon dioxide,18048.83,Temperature change,-3.0639999999999996
35520,35792,Estonia,1996,January,Carbon dioxide,18759.525,Temperature change,-0.373
35521,35793,Estonia,1996,February,Carbon dioxide,18759.525,Temperature change,-3.41
35522,35794,Estonia,1996,March,Carbon dioxide,18759.525,Temperature change,-0.575
35523,35795,Estonia,1996,April,Carbon dioxide,18759.525,Temperature change,0.6970000000000001
35524,35796,Estonia,1996,May,Carbon dioxide,18759.525,Temperature change,0.327
35525,35797,Estonia,1996,June,Carbon dioxide,18759.525,Temperature change,-0.976
35526,35798,Estonia,1996,July,Carbon dioxide,18759.525,Temperature change,-1.3659999999999999
35527,35799,Estonia,1996,August,Carbon dioxide,18759.525,Temperature change,2.064
35528,35800,Estonia,1996,September,Carbon dioxide,18759.525,Temperature change,-1.578
35529,35801,Estonia,1996,October,Carbon dioxide,18759.525,Temperature change,1.272
35530,35802,Estonia,1996,November,Carbon dioxide,18759.525,Temperature change,2.9189999999999996
35531,35803,Estonia,1996,December,Carbon dioxide,18759.525,Temperature change,-1.423
35532,35804,Estonia,1997,January,Carbon dioxide,18317.275,Temperature change,2.6310000000000002
35533,35805,Estonia,1997,February,Carbon dioxide,18317.275,Temperature change,4.579
35534,35806,Estonia,1997,March,Carbon dioxide,18317.275,Temperature change,2.7039999999999997
35535,35807,Estonia,1997,April,Carbon dioxide,18317.275,Temperature change,-0.63
35536,35808,Estonia,1997,May,Carbon dioxide,18317.275,Temperature change,-1.026
35537,35809,Estonia,1997,June,Carbon dioxide,18317.275,Temperature change,1.157
35538,35810,Estonia,1997,July,Carbon dioxide,18317.275,Temperature change,1.969
35539,35811,Estonia,1997,August,Carbon dioxide,18317.275,Temperature change,2.9610000000000003
35540,35812,Estonia,1997,September,Carbon dioxide,18317.275,Temperature change,0.147
35541,35813,Estonia,1997,October,Carbon dioxide,18317.275,Temperature change,-1.8019999999999998
35542,35814,Estonia,1997,November,Carbon dioxide,18317.275,Temperature change,0.11
35543,35815,Estonia,1997,December,Carbon dioxide,18317.275,Temperature change,-0.271
35544,35816,Estonia,1998,January,Carbon dioxide,16817.247,Temperature change,5.199
35545,35817,Estonia,1998,February,Carbon dioxide,16817.247,Temperature change,3.5189999999999997
35546,35818,Estonia,1998,March,Carbon dioxide,16817.247,Temperature change,0.541
35547,35819,Estonia,1998,April,Carbon dioxide,16817.247,Temperature change,1.439
35548,35820,Estonia,1998,May,Carbon dioxide,16817.247,Temperature change,1.253
35549,35821,Estonia,1998,June,Carbon dioxide,16817.247,Temperature change,0.306
35550,35822,Estonia,1998,July,Carbon dioxide,16817.247,Temperature change,-0.287
35551,35823,Estonia,1998,August,Carbon dioxide,16817.247,Temperature change,-1.275
35552,35824,Estonia,1998,September,Carbon dioxide,16817.247,Temperature change,0.7040000000000001
35553,35825,Estonia,1998,October,Carbon dioxide,16817.247,Temperature change,0.272
35554,35826,Estonia,1998,November,Carbon dioxide,16817.247,Temperature change,-4.763
35555,35827,Estonia,1998,December,Carbon dioxide,16817.247,Temperature change,0.496
35556,35828,Estonia,1999,January,Carbon dioxide,15653.348,Temperature change,2.1069999999999998
35557,35829,Estonia,1999,February,Carbon dioxide,15653.348,Temperature change,0.956
35558,35830,Estonia,1999,March,Carbon dioxide,15653.348,Temperature change,2.877
35559,35831,Estonia,1999,April,Carbon dioxide,15653.348,Temperature change,3.662
35560,35832,Estonia,1999,May,Carbon dioxide,15653.348,Temperature change,-1.423
35561,35833,Estonia,1999,June,Carbon dioxide,15653.348,Temperature change,3.1910000000000003
35562,35834,Estonia,1999,July,Carbon dioxide,15653.348,Temperature change,2.222
35563,35835,Estonia,1999,August,Carbon dioxide,15653.348,Temperature change,-0.052000000000000005
35564,35836,Estonia,1999,September,Carbon dioxide,15653.348,Temperature change,2.267
35565,35837,Estonia,1999,October,Carbon dioxide,15653.348,Temperature change,1.07
35566,35838,Estonia,1999,November,Carbon dioxide,15653.348,Temperature change,1.047
35567,35839,Estonia,1999,December,Carbon dioxide,15653.348,Temperature change,2.086
35568,35840,Estonia,2000,January,Carbon dioxide,15244.188,Temperature change,3.727
35569,35841,Estonia,2000,February,Carbon dioxide,15244.188,Temperature change,5.306
35570,35842,Estonia,2000,March,Carbon dioxide,15244.188,Temperature change,3.06
35571,35843,Estonia,2000,April,Carbon dioxide,15244.188,Temperature change,4.316
35572,35844,Estonia,2000,May,Carbon dioxide,15244.188,Temperature change,1.052
35573,35845,Estonia,2000,June,Carbon dioxide,15244.188,Temperature change,-0.49
35574,35846,Estonia,2000,July,Carbon dioxide,15244.188,Temperature change,0.085
35575,35847,Estonia,2000,August,Carbon dioxide,15244.188,Temperature change,0.043
